,出发地,目的地,价格,节省,路线名,酒店,房间,去程航司,去程方式,去程时间,回程航司,回程方式,回程时间,酒店评分,酒店等级,天数
281,北京,西安,1599,405,北京-西安3天2晚 | 入住西安美豪酒店莲湖路店 + 东方航空/海南航空往返机票,西安美豪酒店莲湖路店 高档型 4.7分/5分,豪华双床房-限内宾 双床 双早 1间2晚,东方航空 MU2120,直飞,21:15-23:25,海南航空 HU7738,直飞,23:05-00:55,4.7,高档型,3
282,北京,长沙,1289,334,北京-长沙3天2晚 | 入住浏阳市华尔宫大酒店 + 海南航空/南方航空往返机票,浏阳市华尔宫大酒店 3.8分/5分,豪华双人间(双床) 双床 不含早 1间2晚,海南航空 HU7135,直飞,17:45-20:30,南方航空 CZ3855,直飞,22:55-01:10,3.8,无,3
283,宁波,武汉,1330,370,宁波-武汉3天2晚 | 入住武汉惠苑大酒店 + 南方航空/东方航空往返机票,武汉惠苑大酒店 4.1分/5分,普通标间(30天内预订... 双床 不含早 1间2晚,南方航空 CZ3441,直飞,16:10-17:50,东方航空 MU2473,直飞,13:15-14:40,4.1,无,3
284,南京,北海,1780,474,南京-北海3天2晚 | 入住北海金色维也纳度假酒店 + 吉祥航空/南方航空往返机票,北海金色维也纳度假酒店 高档型 3.7分/5分,标准双人房(携手华南)... 双床 不含早 1间2晚,吉祥航空 HO1667,直飞,11:20-14:15,南方航空 CZ3909,直飞,09:00-11:35,3.7,高档型,3
285,大连,厦门,3052,744,大连-厦门3天2晚 | 入住厦门西岸金领商务酒店 + 山东航空往返机票,厦门西岸金领商务酒店 舒适型 4.3分/5分,豪华房(预付)(大床) 大床 双早 1间2晚,山东航空 SC8796,经停,12:30-17:35,山东航空 SC8795,经停,07:20-11:45,4.3,舒适型,3
286,青岛,西安,1205,332,青岛-西安3天2晚 | 入住西安皇城海航商务酒店 + 首都航空/华夏航空往返机票,西安皇城海航商务酒店 高档型 4.2分/5分,标准双人房-不含早(内... 其他 不含早 1间2晚,首都航空 JD5756,直飞,22:10-00:20,华夏航空 G58816,直飞,23:10-01:20,4.2,高档型,3
287,广州,天津,1594,420,广州-天津3天2晚 | 入住天津太阳雨大酒店 + 奥凯航空/海南航空往返机票,天津太阳雨大酒店 4.2分/5分,大床间 大床 双早 1间2晚,奥凯航空 BK2787,直飞,06:55-10:00,海南航空 HU7201,直飞,20:15-23:25,4.2,无,3
288,宁波,重庆,1634,410,宁波-重庆3天2晚 | 入住重庆万州宾馆 + 南方航空/四川航空往返机票,重庆万州宾馆 舒适型 3.9分/5分,特惠房(双床) 双床 不含早 1间2晚,南方航空 CZ8116,直飞,17:15-19:40,四川航空 3U8983,直飞,06:55-09:35,3.9,舒适型,3
289,重庆,呼和浩特,1502,376,重庆-呼和浩特3天2晚 | 入住呼和浩特金岁大酒店 + 西部航空往返机票,呼和浩特金岁大酒店 4.4分/5分,标准间(双床) 双床 单早 1间2晚,西部航空 PN6275,直飞,12:45-15:15,西部航空 PN6276,直飞,22:20-00:40,4.4,无,3
290,广州,三亚,2544,652,广州-三亚3天2晚 | 入住金茂三亚亚龙湾希尔顿大酒店 + 海南航空往返机票,金茂三亚亚龙湾希尔顿大酒店 4.5分/5分,景观房(特惠专享)(双... 大/双床 双早 1间2晚,海南航空 HU7322,直飞,19:35-21:05,海南航空 HU7321,直飞,22:30-00:05,4.5,无,3
291,广州,黄山,1841,500,广州-黄山3天2晚 | 入住黄山德馨文化精品酒店 + 南方航空往返机票,黄山德馨文化精品酒店 舒适型 4.9分/5分,特惠大床房 大床 不含早 1间2晚,南方航空 CZ3627,直飞,19:20-21:15,南方航空 CZ3628,直飞,22:05-23:50,4.9,舒适型,3
292,南京,张家界,1161,316,南京-张家界3天2晚 | 入住张家界逸臣生态家国际大酒店 + 四川航空/吉祥航空...,张家界逸臣生态家国际大酒店 舒适型 4.2分/5分,养生大床房 大床 不含早 1间2晚,四川航空 3U8763,直飞,17:20-18:55,吉祥航空 HO1658,直飞,15:40-17:15,4.2,舒适型,3
293,南京,丽江,1732,442,南京-丽江3天2晚 | 入住丽江寻觅居客栈 + 首都航空/四川航空往返机票,丽江寻觅居客栈 经济型 4.9分/5分,幽雅标准间（乌托邦）1... 双床 不含早 1间2晚,首都航空 JD5250,直飞,20:10-23:20,四川航空 3U8533,经停,09:15-13:35,4.9,经济型,3
294,上海,丽江,1944,568,上海-丽江3天2晚 | 入住丽江大研古城广南院客栈 + 首都航空/东方航空往返机票,丽江大研古城广南院客栈 经济型 4.7分/5分,105大床房-连住2晚... 大床 双早 1间2晚,首都航空 JD5666,直飞,20:10-23:55,东方航空 MU5820,直飞,09:00-12:30,4.7,经济型,3
295,南京,重庆,1190,350,南京-重庆3天2晚 | 入住重庆天信酒店 + 西部航空/东方航空往返机票,重庆天信酒店 舒适型 4.6分/5分,舒适大床房(限时促销) 大床 双早 1间2晚,西部航空 PN6202,直飞,22:35-00:50,东方航空 MU2926,直飞,23:15-01:25,4.6,舒适型,3
296,天津,哈尔滨,1133,356,天津-哈尔滨3天2晚 | 入住哈尔滨龙安宾馆中山路省政府店 + 奥凯航空/福州往...,哈尔滨龙安宾馆中山路省政府店 舒适型 0.0分/5分,普通标准间[双早](双... 双床 双早 1间2晚,奥凯航空 BK2918,直飞,21:10-23:25,福州 FU6556,直飞,11:35-13:45,0,舒适型,3
297,长春,青岛,1321,386,长春-青岛3天2晚 | 入住青岛怡友大酒店流亭机场正阳路店 + 南方航空往返机票,青岛怡友大酒店流亭机场正阳路店 舒适型 4.2分/5分,特惠标准房（无窗）(酒... 双床 双早 1间2晚,南方航空 CZ3938,直飞,20:00-21:55,南方航空 CZ3963,直飞,15:40-17:30,4.2,舒适型,3
298,南京,九寨沟,1851,560,南京-九寨沟3天2晚 | 入住九寨沟鑫源大酒店 + 东方航空/西藏航空往返机票,九寨沟鑫源大酒店 高档型 2.8分/5分,商务标间(双床) 双床 不含早 1间2晚,东方航空 MU2880,直飞,21:55-00:35,西藏航空 TV9839,直飞,06:30-08:55,2.8,高档型,3
299,厦门,大连,3348,866,厦门-大连3天2晚 | 入住大连国尊王朝大饭店 + 厦门航空往返机票,大连国尊王朝大饭店 4.5分/5分,标准商务间（无窗）[无... 大床 不含早 1间2晚,厦门航空 MF8065,经停,08:15-12:35,厦门航空 MF8046,经停,08:45-13:20,4.5,无,3
300,青岛,杭州,882,320,青岛-杭州3天2晚 | 入住杭州临安金辉大酒店 + 首都航空/山东航空往返机票,杭州临安金辉大酒店 舒适型 4.1分/5分,特惠标准间(双床) 双床 不含早 1间2晚,首都航空 JD472,直飞,18:00-19:45,山东航空 SC4776,直飞,22:30-00:20,4.1,舒适型,3
301,上海,丽江,1932,560,上海-丽江3天2晚 | 入住丽江三米客栈 + 首都航空/东方航空往返机票,丽江三米客栈 经济型 4.9分/5分,一楼最美时光大床房（兰... 大床 不含早 1间2晚,首都航空 JD5666,直飞,20:10-23:55,东方航空 MU5820,直飞,09:00-12:30,4.9,经济型,3
302,上海,西双版纳,3748,900,上海-西双版纳3天2晚 | 入住西双版纳菠萝蜜客栈告庄西双景店 + 上海航空/东...,西双版纳菠萝蜜客栈告庄西双景店 舒适型 4.8分/5分,豪华蜜月大床房 大床 双早 1间2晚,上海航空 FM9453,经停,08:15-14:00,东方航空 MU9454,经停,14:45-20:05,4.8,舒适型,3
303,上海,九寨沟,1785,498,上海-九寨沟3天2晚 | 入住九寨沟九乡宾馆 + 成都航空往返机票,九寨沟九乡宾馆 舒适型 4.3分/5分,特惠房(双床) 双床 不含早 1间2晚,成都航空 EU6678,直飞,21:55-01:15,成都航空 EU6677,直飞,17:45-20:35,4.3,舒适型,3
304,宁波,哈尔滨,2746,670,宁波-哈尔滨3天2晚 | 入住哈尔滨向日葵酒店 + 南方航空/东方航空往返机票,哈尔滨向日葵酒店 4.4分/5分,标准大床房 大床 不含早 1间2晚,南方航空 CZ6212,直飞,13:25-16:35,东方航空 MU5647,直飞,06:50-09:55,4.4,无,3
305,杭州,西双版纳,1774,534,杭州-西双版纳3天2晚 | 入住喆·啡酒店西双版纳曼景兰古城店 + 长龙航空/首...,喆·啡酒店西双版纳曼景兰古城店 舒适型 4.5分/5分,啡凡大床房(内宾)(预... 大床 不含早 1间2晚,长龙航空 GJ8823,经停,13:55-18:55,首都航空 JD5788,直飞,21:40-00:50,4.5,舒适型,3
306,沈阳,九寨沟,2014,462,沈阳-九寨沟3天2晚 | 入住红原芸谊大酒店 + 西藏航空/成都航空往返机票,红原芸谊大酒店 舒适型 4.6分/5分,豪华双床房[双早] 双床 双早 1间2晚,西藏航空 TV9880,直飞,21:10-00:55,成都航空 EU2765,经停,13:35-19:10,4.6,舒适型,3
307,北京,九寨沟,1796,536,北京-九寨沟3天2晚 | 入住九寨沟九乡宾馆 + 南方航空/联合航空往返机票,九寨沟九乡宾馆 舒适型 4.3分/5分,特惠房(双床) 双床 不含早 1间2晚,南方航空 CZ3903,直飞,14:45-18:00,联合航空 KN5218,直飞,22:20-01:00,4.3,舒适型,3
308,成都,丽江,1114,376,成都-丽江3天2晚 | 入住丽江宏腾商务酒店二分店 + 成都航空往返机票,丽江宏腾商务酒店二分店 舒适型 4.8分/5分,特惠标间-不含早（预付） 双床 不含早 1间2晚,成都航空 EU2237,直飞,19:45-21:20,成都航空 EU2738,直飞,23:30-01:05,4.8,舒适型,3
309,成都,厦门,2147,530,成都-厦门3天2晚 | 入住厦门和悦酒店 + 四川航空/山东航空往返机票,厦门和悦酒店 3.8分/5分,标准房 大/双床 双早 1间2晚,四川航空 3U8869,直飞,08:00-10:40,山东航空 SC4763,经停,06:15-10:15,3.8,无,3
310,北京,武汉,1744,502,北京-武汉3天2晚 | 入住武汉宜客商务酒店 + 中国国航/东方航空往返机票,武汉宜客商务酒店 舒适型 0.0分/5分,豪华大床房 大床 不含早 1间2晚,中国国航 CA8210,直飞,17:30-19:50,东方航空 MU2459,直飞,19:25-21:30,0,舒适型,3
311,南京,青岛,965,328,南京-青岛3天2晚 | 入住青岛惠国宾馆 + 青岛航/首都航空往返机票,青岛惠国宾馆 3.7分/5分,市景标准间(预付)(双... 双床 不含早 1间2晚,青岛航 QW9860,直飞,22:55-00:10,首都航空 JD5298,直飞,10:40-12:00,3.7,无,3
312,青岛,杭州,1097,314,青岛-杭州3天2晚 | 入住杭州红星文化大厦酒店 + 首都航空/山东航空往返机票,杭州红星文化大厦酒店 4.3分/5分,高级大床房 大床 不含早 1间2晚,首都航空 JD472,直飞,18:00-19:45,山东航空 SC4776,直飞,22:30-00:20,4.3,无,3
313,南京,哈尔滨,1195,360,南京-哈尔滨3天2晚 | 入住哈尔滨格萨尔王大酒店 + 厦门航空/吉祥航空往返机票,哈尔滨格萨尔王大酒店 高档型 4.0分/5分,商务房（无窗） 大床 大床 不含早 1间2晚,厦门航空 MF8067,直飞,19:40-22:25,吉祥航空 HO1651,直飞,17:10-20:00,4,高档型,3
314,西安,九寨沟,1545,470,西安-九寨沟3天2晚 | 入住九寨沟万家豪酒店 + 华夏航空/成都航空往返机票,九寨沟万家豪酒店 高档型 4.4分/5分,特惠标准间(双床) 双床 双早 1间2晚,华夏航空 G56023,直飞,21:50-23:35,成都航空 EU2741,直飞,06:40-08:10,4.4,高档型,3
315,天津,西宁,1397,396,天津-西宁3天2晚 | 入住西宁豪龙宾馆 + 中国国航往返机票,西宁豪龙宾馆 4.2分/5分,高级标准间 双床 双床 不含早 1间2晚,中国国航 CA1241,直飞,15:25-17:55,中国国航 CA8280,经停,18:15-22:05,4.2,无,3
316,广州,九寨沟,1874,426,广州-九寨沟3天2晚 | 入住马尔康婆陵甲萨酒店 + 南方航空/首都航空往返机票,马尔康婆陵甲萨酒店 舒适型 4.7分/5分,豪华标间-不含早（预付） 双床 双早 1间2晚,南方航空 CZ3377,直飞,21:15-23:40,首都航空 JD5162,直飞,20:20-22:45,4.7,舒适型,3
317,厦门,西安,1366,378,厦门-西安3天2晚 | 入住布丁酒店西安钟鼓楼回民街西大街店 + 东方航空/奥凯...,布丁酒店西安钟鼓楼回民街西大街店 经济型 4.1分/5分,特惠大床房B-限时特惠 大床 不含早 1间2晚,东方航空 MU2983,经停,10:00-14:30,奥凯航空 BK3053,直飞,07:00-09:50,4.1,经济型,3
318,宁波,神农架,1283,374,宁波-神农架3天2晚 | 入住神农架花园大酒店 + 南方航空/东方航空往返机票,神农架花园大酒店 舒适型 3.8分/5分,豪华标间(双床) 双床 不含早 1间2晚,南方航空 CZ3441,直飞,16:10-17:50,东方航空 MU2473,直飞,13:15-14:40,3.8,舒适型,3
319,南京,西安,839,346,南京-西安3天2晚 | 入住西安西稍门大酒店 + 吉祥航空/深圳航空往返机票,西安西稍门大酒店 舒适型 3.3分/5分,标准间B(丝路之旅)(... 双床 不含早 1间2晚,吉祥航空 HO1687,直飞,21:30-23:30,深圳航空 ZH9584,直飞,22:45-00:50,3.3,舒适型,3
320,天津,杭州,1281,372,天津-杭州3天2晚 | 入住布丁酒店杭州西湖南宋御街店 + 奥凯航空/天津航空往...,布丁酒店杭州西湖南宋御街店 经济型 3.7分/5分,抢购双床房-预付 双床 不含早 1间2晚,奥凯航空 BK2825,直飞,06:50-08:50,天津航空 GS7852,直飞,20:50-23:05,3.7,经济型,3
321,厦门,哈尔滨,2567,676,厦门-哈尔滨3天2晚 | 入住哈尔滨中艺瑞宝酒店 + 海南航空/厦门航空往返机票,哈尔滨中艺瑞宝酒店 4.3分/5分,标准双人房[含早](双... 双床 单早 1间2晚,海南航空 HU7351,经停,07:15-12:55,厦门航空 MF8052,经停,18:10-23:30,4.3,无,3
322,上海,青岛,769,354,上海-青岛3天2晚 | 入住青岛金中太大酒店 + 春秋航空/吉祥航空往返机票,青岛金中太大酒店 舒适型 4.8分/5分,特惠大床房[无早] 大床 不含早 1间2晚,春秋航空 9C8853,直飞,19:50-21:35,吉祥航空 HO1242,直飞,23:05-00:35,4.8,舒适型,3
323,广州,三亚,1404,394,广州-三亚3天2晚 | 入住三亚派瑞酒店 + 海南航空往返机票,三亚派瑞酒店 舒适型 4.3分/5分,欧式风情双床房(预付劲... 双床 不含早 1间2晚,海南航空 HU7322,直飞,19:35-21:05,海南航空 HU7321,直飞,22:30-00:05,4.3,舒适型,3
324,大连,武汉,1345,364,大连-武汉3天2晚 | 入住武汉帅府饭店 + 南方航空/东方航空往返机票,武汉帅府饭店 4.1分/5分,普通标准间经济型(双床) 双床 不含早 1间2晚,南方航空 CZ8306,直飞,18:35-21:10,东方航空 MU2517,经停,07:40-12:05,4.1,无,3
325,天津,三亚,1892,510,天津-三亚3天2晚 | 入住三亚宝盛精品大酒店 + 首都航空/奥凯航空往返机票,三亚宝盛精品大酒店 高档型 4.3分/5分,阳光飘窗大床房.-限内宾 大床 不含早 1间2晚,首都航空 JD5196,直飞,20:45-00:45,奥凯航空 BK2832,经停,14:35-20:00,4.3,高档型,3
326,杭州,沈阳,1933,492,杭州-沈阳3天2晚 | 入住沈阳巴里岛假日酒店 + 长龙航空往返机票,沈阳巴里岛假日酒店 舒适型 4.6分/5分,假日大床房(激情东北)... 大床 单早 1间2晚,长龙航空 GJ8865,直飞,07:10-09:50,长龙航空 GJ8866,直飞,20:55-23:40,4.6,舒适型,3
327,深圳,三亚,2735,732,深圳-三亚3天2晚 | 入住金茂三亚亚龙湾丽思卡尔顿酒店 + 海南航空/深圳航空...,金茂三亚亚龙湾丽思卡尔顿酒店 4.7分/5分,丽思阁 大/双床 双早 1间2晚,海南航空 HU7750,直飞,21:20-22:35,深圳航空 ZH9322,直飞,23:35-01:05,4.7,无,3
328,厦门,九寨沟,1971,514,厦门-九寨沟3天2晚 | 入住九寨风情假日酒店 + 中国国航/成都航空往返机票,九寨风情假日酒店 舒适型 4.5分/5分,舒适双床间 双床 不含早 1间2晚,中国国航 CA4540,直飞,21:25-00:15,成都航空 EU2735,经停,07:30-11:30,4.5,舒适型,3
329,哈尔滨,南京,1102,334,哈尔滨-南京3天2晚 | 入住南京国仕达酒店 + 吉祥航空/厦门航空往返机票,南京国仕达酒店 舒适型 3.9分/5分,高级间(大床) 大床 不含早 1间2晚,吉祥航空 HO1651,直飞,17:10-20:00,厦门航空 MF8067,直飞,19:40-22:25,3.9,舒适型,3
330,杭州,三亚,2898,717,杭州-三亚3天2晚 | 入住三亚海棠湾天房洲际度假酒店 + 南方航空/海南航空往...,三亚海棠湾天房洲际度假酒店 豪华型 4.6分/5分,洲际高级海景房(提前2... 大/双床 双早 1间2晚,南方航空 CZ6630,直飞,20:45-23:40,海南航空 HU7284,直飞,20:45-23:35,4.6,豪华型,3
331,天津,重庆,1434,406,天津-重庆3天2晚 | 入住重庆海棠大酒店 + 华夏航空往返机票,重庆海棠大酒店 4.1分/5分,豪华标准间(双床) 双床 双早 1间2晚,华夏航空 G52656,经停,17:25-22:10,华夏航空 G52785,经停,07:25-11:10,4.1,无,3
332,大连,天津,1086,340,大连-天津3天2晚 | 入住天津全季酒店十一经路店 + 天津航空/南方航空往返机票,天津全季酒店十一经路店 舒适型 4.8分/5分,高级大床房 大床 不含早 1间2晚,天津航空 GS7822,直飞,11:20-12:25,南方航空 CZ6580,直飞,16:45-17:50,4.8,舒适型,3
333,宁波,九寨沟,2085,562,宁波-九寨沟3天2晚 | 入住黑水县达古冰山国际大酒店 + 成都航空/四川航空往...,黑水县达古冰山国际大酒店 豪华型 3.9分/5分,B区豪华标间(双床) 双床 不含早 1间2晚,成都航空 EU2730,经停,19:45-00:45,四川航空 3U8927,经停,07:55-12:15,3.9,豪华型,3
334,南京,重庆,1190,336,南京-重庆3天2晚 | 入住重庆爱尔舍酒店 + 西部航空/东方航空往返机票,重庆爱尔舍酒店 舒适型 3.9分/5分,普通标间(双床) 双床 双早 1间2晚,西部航空 PN6202,直飞,22:35-00:50,东方航空 MU2926,直飞,23:15-01:25,3.9,舒适型,3
335,济南,深圳,1337,378,济南-深圳3天2晚 | 入住深圳巴兰塔酒店 + 西部航空往返机票,深圳巴兰塔酒店 舒适型 4.0分/5分,高级大床房(携手华南) 大床 单早 1间2晚,西部航空 PN6334,直飞,22:50-01:40,西部航空 PN6333,直飞,06:10-09:05,4,舒适型,3
336,北京,乌鲁木齐,2621,644,北京-乌鲁木齐3天2晚 | 入住乌鲁木齐环球国际大酒店 + 四川航空/中国国航往...,乌鲁木齐环球国际大酒店 豪华型 4.6分/5分,高级房[无早] 大/双床 不含早 1间2晚,四川航空 3U8209,经停,07:55-14:00,中国国航 CA1292,直飞,21:10-00:45,4.6,豪华型,3
337,上海,哈尔滨,1368,354,上海-哈尔滨3天2晚 | 入住哈尔滨北大荒桦语精品酒店巴洛克店 + 春秋航空/吉...,哈尔滨北大荒桦语精品酒店巴洛克店 舒适型 4.8分/5分,特惠大床房（无窗）[无... 大床 不含早 1间2晚,春秋航空 9C8869,直飞,15:30-18:35,吉祥航空 HO1268,直飞,22:15-01:15,4.8,舒适型,3
338,杭州,天子山,1597,428,杭州-天子山3天2晚 | 入住维也纳酒店湖南张家界火车北站店 + 吉祥航空往返机票,维也纳酒店湖南张家界火车北站店 舒适型 4.5分/5分,高级双人房(双床) 双床 双早 1间2晚,吉祥航空 HO1019,直飞,14:00-15:50,吉祥航空 HO1020,直飞,21:55-23:55,4.5,舒适型,3
